Frame,CS6B7nn_ROI1,CS6B7nn_ROI2,CS6B7nn_ROI3,CS6B7nn_ROI4,CS6B7nn_ROI5,CS6B7nn_ROI6,CS6B7nn_ROI7,CS6B7nn_ROI8,CS6B7nn_ROI9,CS6B7nn_ROI10,CS6B7nn_ROI11,CS6B7nn_ROI12,CS6B7nn_ROI13,CS6B7nn_ROI14,CS6B7nn_ROI15,CS6B7nn_ROI16,CS6B7nn_ROI17,CS6B7nn_ROI18,CS6B7nn_ROI19,CS6B7nn_ROI20,CS6B7nn_ROI21,CS6B7nn_ROI22,CS6B7nn_ROI23,CS6B7nn_ROI24,CS6B7nn_ROI25,CS6B7nn_ROI26,CS6B7nn_ROI27,CS6B7nn_ROI28,CS6B7nn_ROI29,CS6B7nn_ROI30,CS6B7nn_ROI31,CS6B7nn_ROI32,CS6B7nn_ROI33,CS6B7nn_ROI34,CS6B7nn_ROI35,CS6B7nn_ROI36,CS6B7nn_ROI37,CS6B7nn_ROI38,CS6B7nn_ROI39,CS6B7nn_ROI40,CS6B7nn_ROI41,CS6B7nn_ROI42,CS6B7nn_ROI43,CS6B7nn_ROI44,CS6B7nn_ROI45,CS6B7nn_ROI46,CS6B7nn_ROI47,CS6B7nn_ROI48,CS6B7nn_ROI49,CS6B7nn_ROI50,CS6B7nn_ROI51,CS6B7nn_ROI52,CS6B7nn_ROI53,CS6B7nn_ROI54,CS6B7nn_ROI55,CS6B7nn_ROI56,CS6B7nn_ROI57,CS6B7nn_ROI58,CS6B7nn_ROI59,CS6B7nn_ROI60,CS6B7nn_ROI61,CS6B7nn_ROI62,CS6B7nn_ROI63,CS6B7nn_ROI64,CS6B7nn_ROI65,CS6B7nn_ROI66,CS6B7nn_ROI67,CS6B7nn_ROI68,CS6B7nn_ROI69,CS6B7nn_ROI70,CS6B7nn_ROI71,CS6B7nn_ROI72,CS6B7nn_ROI73,CS6B7nn_ROI74,CS6B7nn_ROI75,CS6B7nn_ROI76,CS6B7nn_ROI77,CS6B7nn_ROI78,CS6B7nn_ROI79,CS6B7nn_ROI80,CS6B7nn_ROI81,CS6B7nn_ROI82,CS6B7nn_ROI83,CS6B7nn_ROI84,CS6B7nn_ROI85,CS6B7nn_ROI86,CS6B7nn_ROI87,CS6B7nn_ROI88,CS6B7nn_ROI89,CS6B7nn_ROI90,CS6B7nn_ROI91,CS6B7nn_ROI92,CS6B7nn_ROI93,CS6B7nn_ROI94,CS6B7nn_ROI95,CS6B7nn_ROI96,CS6B7nn_ROI97,CS6B7nn_ROI98,CS6B7nn_ROI99,CS6B7nn_ROI100
754,1644,1273.556,2236.4,1989,1009,885.583,2223,1055.5,1037.75,1689.167,1141.75,657.273,1492.917,1201,628.625,1054.875,910.312,2165.125,2635.5,2112.625,1787.333,1430.562,1544.5,1118.5,2197.438,1978.25,1052.235,1024.5,1488.9,1079.667,1430.889,1219.5,943.7,1145.333,1187,918.778,1090.75,1108.778,1956.583,1277,1146.778,1387.346,1399,849,1758.75,1005.125,1092.45,1172.778,883.75,651.417,826.5,2109.333,1201.812,1201.75,1117.375,914.75,1013.25,894.333,948.75,1787.75,1031.808,955.875,864.2,893.688,743.7,1453.833,923.833,1544.75,1403.417,1693.625,1531.833,1532.167,1431,1657.167,1582,1371.875,839,1731.167,1476.375,1596.556,1344.167,1098.25,1389.75,1322.375,890.75,1613.833,1242.25,974.333,1206.778,1445,825.333,1376.125,1259.75,2645.667,2062.25,1339.833,1345.75,2245.95,1222,1532.5
755,1690.75,1289.556,2266.9,1989.667,1068.333,877.25,2221.833,1069.5,1019.25,1637.167,1152.5,692.273,1488.5,1138.2,634.167,1099.25,911.625,2173.375,2609.833,2128.125,1705.667,1409.75,1472,1131.375,2174.125,1968.833,1035.059,1026.875,1462.1,1089.333,1396.444,1222.167,951,1100.444,1217.333,895.889,1096,1123,1938.5,1296.625,1200.778,1377.5,1388.444,836.875,1867,1045.75,1097.45,1169.556,877.25,657.333,773.25,2101.833,1183,1185.25,1079,902.667,1078.125,904.167,935.75,1816,1020.462,938.375,896.4,884.625,740.2,1439.5,919.833,1563.5,1481.75,1708.375,1435.5,1481,1478.75,1610.667,1586.833,1351.625,819.833,1679,1493.125,1534.111,1439,1138.5,1391.083,1316.75,964.75,1569.667,1217.5,1011.333,1192.889,1506.167,782.5,1365.25,1195.875,2648.167,2037.667,1371.833,1439.375,2270.15,1111.667,1565.8
756,1625.375,1244.222,2240.8,1994.333,1046.333,866.667,2225.5,1061.75,1010.5,1641.5,1105.25,671.455,1464.25,1109.2,651.75,1084.25,887.812,2170.75,2693,2134.875,1713.667,1425.375,1435.167,1081,2241.75,1932.417,1080.235,1039.375,1455.1,1111,1383.111,1220.333,969.2,1106,1177.222,908.889,1132.75,1112,1918.917,1308.875,1172.111,1387.423,1384.111,858.375,1771,1088.75,1101.35,1172.333,901.625,648.333,805,2141.5,1193.812,1176.75,1053.125,867.583,1028.625,940.833,1007,1771.333,1021.308,999,934.4,885.438,784,1456.333,1003.5,1503.25,1400,1693.25,1563.833,1352.5,1468.25,1627.917,1580.833,1378.25,813.167,1601.167,1465.375,1587.333,1370,1095.25,1429.167,1343,980,1579.167,1270.875,983.667,1239.889,1481,758.167,1388.125,1209.125,2691.417,2028.833,1330.5,1407.75,2233.3,1157,1509.7
757,1650.25,1301.667,2240.4,2031.833,1016,849.417,2162.833,1056.125,1011.25,1677.333,1075.5,670,1480.917,1162.8,660.083,1028.25,900.625,2231.875,2620.5,2133.75,1693.333,1399.938,1497.167,1117.625,2180.812,1951.333,1046.941,1029.25,1459.3,1097.5,1398,1156.333,940.8,1136,1223.444,920.444,1092.75,1153.444,1960.917,1305.375,1187,1378.885,1424.333,852.75,1804.75,1078.625,1109.85,1126.889,879.25,634.5,797.25,2096.5,1179.25,1204.5,1083.625,904.083,1034.5,936.333,975,1797.667,994,961.875,894.9,902.125,753.1,1465.333,920.667,1559.5,1439.667,1663,1584,1408.333,1517.875,1634.917,1547.833,1366,855,1652,1463.75,1529.889,1426.333,1111.5,1410,1340.25,1004.5,1597,1284.125,1044,1208.444,1497.333,764.833,1316.75,1200.625,2705.5,2040.5,1360.833,1369.5,2244.5,1143,1533.3
758,1665.5,1273.333,2262.4,2043.667,1016,863.25,2191.667,1036.375,1044.25,1666.5,1129.5,677.455,1522.333,1139,636.333,1086.25,916.562,2243.75,2643.667,2152,1764,1436.625,1455.5,1118.875,2227.875,1961.667,1055.412,1028.5,1493.5,1118.333,1406,1203,952,1113.222,1209.667,922.222,1106.25,1137.444,1944.667,1325.875,1189.667,1356.385,1364.667,852,1807.5,1055.625,1109.9,1174.444,886.125,633.833,818.25,2081.333,1177.188,1279.75,1038.25,916.417,1102.875,943.5,969.25,1811.917,1028.269,949,895.6,924.938,761.6,1403.333,1045.5,1611.375,1372.583,1718.5,1562.333,1410,1514.5,1596,1532.167,1394.375,827.833,1576.667,1419.75,1567.667,1358.333,1123,1385.417,1366.75,998.75,1563.333,1243.375,1012.833,1251.333,1478.833,784.667,1404,1278.25,2673.25,2008,1317,1418.25,2237.6,1152.333,1492.8
759,1640.625,1247.667,2245.6,1951.833,1054.167,880.083,2215.833,1064.75,978.25,1687,1106.75,666.273,1475.083,1224.8,629.667,1122.875,892,2175.5,2676,2184.25,1692.667,1425.375,1540,1119.75,2214.75,2040.583,1081.471,1026.25,1475.9,1094.833,1431.444,1156.667,939.7,1111.556,1204.444,940.889,1090.25,1131.444,1907.167,1276,1187.222,1385.423,1424.111,830.75,1794,1096.25,1072.8,1147.444,916.625,681,770.25,2113.333,1162.375,1212.5,1066,895.25,1075.625,900.333,952,1821.083,1036.577,940.5,911.1,916.75,736.8,1426.5,996.333,1576.875,1377.583,1754.5,1562.5,1458.667,1497.75,1569.333,1578.5,1344.5,847.5,1605,1484.875,1589,1375,1124.75,1428.417,1343.875,982,1548.5,1260.875,1000.5,1214.556,1465.333,765.833,1365.5,1220.25,2664.25,2025.5,1353.833,1409.5,2232.3,1188.333,1581.2
760,1616.5,1293,2243.7,2037.167,1062.833,878.5,2192.5,1051.125,1007,1674.333,1061.5,663.091,1505.083,1152.6,646.208,1104.125,906.312,2161.25,2704.333,2120.875,1669.667,1435.625,1476.833,1086.5,2234.25,1994.667,1059.765,1038.5,1426.7,1130.167,1378.667,1172,938.4,1154.889,1221.778,907.333,1119.75,1093.778,1931,1293.875,1163.556,1352.385,1390,857.125,1751.5,1042.875,1097.55,1151.556,855.5,661.25,844.5,2126.667,1194.188,1199.75,1104.875,900.167,1053.875,900.167,979,1830,1009.115,946,914.2,900.812,755,1460.167,992.5,1628.125,1430.75,1675.5,1467.167,1480.333,1483.625,1615.75,1600,1359.875,873,1741.667,1439.5,1529.111,1341.833,1133.25,1413.5,1313.875,1000,1588.333,1249.375,988.5,1284.667,1501.333,792,1379.25,1264.625,2653,2033.917,1415.167,1345.625,2217.35,1157.333,1572.6
761,1665.375,1293.556,2186.6,2035.333,1041,886.25,2275.5,1035.25,1019.375,1672.333,1070.5,688.455,1477.417,1177.4,672.583,1075.625,892.875,2173.5,2674.833,2107.375,1691,1426.375,1492.333,1131.5,2204.938,1969,1073.823,1050.625,1418,1080.667,1394.222,1181.5,931.2,1110.667,1232.444,907,1058.5,1139.111,1924.5,1302.125,1168,1381.923,1365.556,855.125,1822.75,1100.25,1100.5,1147.778,936.25,656.167,851.75,2106.833,1196.438,1207,1088.125,915.25,1101.875,948.167,981.25,1784.25,1014.192,925.875,897.9,903.938,717.5,1416.833,964.833,1590.125,1414.417,1747.125,1535.833,1444.5,1469.5,1606.917,1609.167,1387.125,838.667,1661,1456.75,1580.333,1421.667,1068,1410.25,1348.625,991.25,1589.167,1278,1007.667,1210,1511.167,716.333,1365.5,1261.5,2661.083,2049.083,1370.333,1385,2230.8,1159.333,1621.8
762,1662.5,1281.778,2278.2,2042.167,1045.5,863.333,2254.5,1058.375,999.875,1660.167,1151.75,634.182,1504.917,1172.8,640.792,1078.375,904.75,2205.25,2680.333,2129.5,1739,1409.75,1504,1133.625,2245.625,1975.083,1063.059,1056,1453.2,1081,1380.556,1160,914.5,1131.889,1217.889,912.556,1033.25,1128.778,1947.5,1288.25,1141.444,1363.962,1392.889,829.5,1794,1062.75,1111.1,1174.889,914.5,655.167,786.5,2100.5,1177,1214.5,1078.25,883,1052.25,938.167,939.25,1809.917,1022.538,947,914.5,895,721,1469.167,1030.167,1492.5,1453.75,1727.625,1573.333,1407.167,1455.125,1609.417,1528.5,1360.25,831,1668.833,1479,1636,1423.167,1093.25,1389.667,1348.125,995,1553.5,1278.75,1047.167,1243.778,1436.167,779.167,1352.5,1244.75,2677.75,2033.25,1336.667,1361.625,2264.4,1150.333,1547.6
763,1638.625,1259.333,2235.5,2004.833,1033.833,875.917,2217.333,997.625,1002.375,1704.333,1122,683.545,1499.917,1151.8,640.375,1073,901.875,2193,2666,2129.5,1688.667,1412.25,1471,1116.75,2221.812,2021.833,1047.706,1020.25,1478.3,1096.667,1394.889,1200.333,959.4,1111.222,1180.889,879.667,1081.25,1110.778,1936.583,1270,1160.222,1369.192,1398,861.625,1782.5,1085.375,1123.85,1148.333,900.375,656.167,820.5,2088.333,1197.312,1229,1048.125,910.75,1079.375,830,971.75,1836.333,1008.423,948,875.2,880.188,755.6,1428.833,979.167,1615.75,1376.167,1706,1538.333,1523.333,1448.625,1580.167,1586.5,1369.5,834,1718.5,1477.125,1543.222,1416.667,1129.75,1373.167,1360.125,980.5,1566.833,1252.5,1037,1221.889,1472.833,790.667,1364.625,1214.625,2651.167,1988.667,1321.667,1434,2237.55,1218,1578.9
764,1638.5,1275.778,2244.7,1989.167,1030.833,870.417,2238.333,1066.625,1009.75,1630.167,1108,691,1459.083,1137.6,639.958,1098.75,896.562,2119.25,2681.5,2128.875,1706.333,1431.375,1496.667,1120.5,2173.75,1980.083,1055.294,1045.25,1470.4,1079.833,1387.778,1188.167,937.9,1091.333,1230.556,902.889,1101.25,1120.889,1947.917,1260,1144.444,1378.154,1368.889,878.375,1758.75,1072.25,1107.1,1204,898.75,669.75,857.75,2105.833,1221.188,1233.75,1054.375,894.583,1053.5,895.5,946.25,1798.083,1001.308,971.125,906.5,905.375,737.3,1448.833,986.667,1572.25,1420.583,1683.125,1590.5,1438.5,1403.75,1611.417,1621.5,1310.25,836.5,1694,1471.875,1544.667,1387.5,1123.25,1398.333,1330,989,1547.667,1250.5,1023.667,1208.111,1491.5,743.667,1365.375,1216,2669.833,1994.167,1315,1391.125,2251.05,1173,1491
765,1690.625,1271.556,2247.4,2013.167,1044.333,841.167,2205.167,1023.875,1016.75,1649.833,1125.25,682.636,1467.5,1144.2,655.333,1039.875,900.312,2188.25,2660,2169,1709,1409.375,1431.167,1130.5,2219.562,1958.667,1067.353,1028.125,1482.6,1065.833,1368.667,1193.833,949.2,1116.556,1165.889,898.333,1065.25,1112.778,1930.333,1288.875,1146,1385.577,1364.667,833,1767.5,1082.75,1094.3,1194.778,891.375,659.833,807.25,2120.5,1187.438,1238.25,1066.25,900.167,1054.25,901.333,961.25,1804.75,1040.654,942,876.4,891.25,734.7,1461.333,937.333,1568.125,1437.083,1745.75,1472.333,1422.167,1487,1559.417,1572,1384.25,847.333,1672.667,1482.875,1525.444,1379.833,1073.25,1420.75,1284,922,1617.5,1257.125,987.667,1239.889,1475.667,788.833,1396.375,1239.875,2701.917,1979.167,1389.167,1372.625,2237.7,1192.667,1547.5
766,1643.25,1261.667,2281.9,1988,1016.833,882.917,2180.833,1009,1032,1668.833,1102.25,674.818,1462.417,1186.6,639.208,1098.125,907.062,2195.375,2633.333,2154.875,1714.333,1425.438,1491.5,1107.125,2221.688,1983.5,1070.941,1028.375,1444.4,1114.833,1377.556,1191.167,961,1171,1204,920,1097,1107.111,1937.667,1266.25,1140,1355.385,1373.778,839.625,1838.25,1079.125,1103.1,1165,892.125,646.333,844.25,2129.667,1168.875,1244.25,1048.25,902.583,1036.5,897.333,992.25,1801.333,1034.923,947.75,900.9,900.688,709.8,1451.167,950,1573.125,1378.583,1765.625,1508.5,1410.333,1512.375,1578.25,1647.5,1346.75,793.833,1650.833,1455.875,1542.667,1386.333,1050.25,1390.667,1372.875,976,1587,1220.375,1040.167,1193.333,1476,769.333,1349.125,1228,2630.583,2022,1358.667,1398.5,2218.1,1154,1558.6
767,1631.875,1241,2241.3,1999.833,1002,889.083,2180.5,1025.625,1027.875,1665.5,1088.25,684,1511,1143.2,629.292,1066.5,898.75,2140.375,2614.667,2141,1761,1408.375,1475.167,1146.5,2206.688,2016.083,1045.823,1020.625,1453.8,1057.333,1427.778,1247.833,954.8,1182.333,1207.222,912.444,1048,1121,1931.167,1316.125,1184.333,1364.923,1390.111,856.5,1796.25,1070.75,1100.1,1145.444,901.125,663.833,822,2140.167,1162.75,1234.25,1087.625,899.667,1054,887.5,927.5,1809.583,1023.077,933.625,914,908.125,728.4,1494.833,968.833,1508.5,1384.917,1735,1531.833,1498.5,1475.625,1657.333,1567.5,1316.625,819.333,1604,1457,1499.222,1404.333,999,1437.333,1292.625,1020.25,1543.667,1265,966,1211.333,1495.333,761,1346.75,1238.375,2623.417,2015.833,1350.667,1379.75,2258.3,1162.333,1506.6
768,1664.375,1310.333,2222.2,1998.167,1052.167,846.333,2194.5,1021.875,993.5,1700.5,1128.25,669.091,1499.833,1161.8,639.958,1045,910.062,2134.375,2647.833,2170.625,1734.667,1429.875,1473,1103.125,2218.438,1953.5,1093.823,1066.875,1492,1097.333,1382.889,1226.167,949.8,1152.889,1187.111,879.222,1065.75,1095.111,1904.25,1322.75,1175.111,1362.654,1357.333,823.75,1832.25,1095.625,1104.15,1171.444,885.125,636.083,795.25,2148.167,1170.688,1219,1085.375,908,1050.875,921.833,988,1801.167,1001.615,936.875,877.9,894.25,766.4,1470.667,963.833,1503.375,1417.917,1768.125,1483.667,1445.667,1486,1589.75,1578,1390,854,1685.833,1500.875,1578.556,1402.5,1071.75,1363.583,1288.125,949.75,1557.667,1270.125,1030.667,1227.778,1492.333,823.167,1381.75,1235.75,2671,1999.417,1350.667,1364.75,2273.9,1195,1533
769,1619.5,1251.222,2284.9,2034.333,994.833,863,2147.333,1043.25,986.125,1651.167,1111.25,700.727,1484.417,1157.8,632.625,1086.375,908.375,2227.5,2645.167,2141.75,1779,1409.875,1492,1151,2196,1976.083,1082.706,1063.625,1477.9,1074.333,1392.111,1205.833,949.1,1177.222,1217.556,958.333,1050.75,1134.444,1939.917,1273.25,1135.556,1360.538,1354.444,802.625,1783.5,1074.25,1130.9,1166,919.125,644.417,842.5,2090.5,1172.625,1186.75,1080.375,912.25,1053.5,939.167,945,1767.333,1033.692,987.75,859.3,902.625,758.8,1436.333,976.333,1526.5,1405.417,1667.875,1523,1474.167,1476.25,1648.583,1556.5,1343,803.167,1670.667,1472.25,1553.667,1377.833,1184.5,1413.167,1358.875,948.5,1675.333,1225.75,987.167,1239.556,1499.833,761.167,1370.5,1226,2641.25,2025.667,1278,1410,2239,1113.667,1552.9
770,1655.25,1280.222,2250.1,2044.333,1024.333,884.917,2263,1070.125,1022.875,1651.5,1076.25,670.091,1474.833,1181.6,647.667,1112.25,905.062,2186.5,2594.167,2082,1796,1411.25,1477.833,1126.25,2198.125,1999.833,1071.235,1011.25,1429.2,1084.833,1398.111,1236.333,945.1,1178.778,1200,901.111,1057.5,1092.556,1960.333,1262,1171,1365.077,1388.667,798.375,1821.75,1077.125,1123.65,1170.667,927.5,655.583,865.25,2120.167,1161.438,1190.75,1078.25,884.5,1089.625,927.833,956,1812.5,1027.038,959.75,872.1,914.438,745.4,1446,935.333,1565.375,1417.917,1669.375,1504.167,1377.5,1481.75,1548.75,1611.667,1384.875,828.667,1583,1504.625,1511.778,1370.333,1168.5,1394.167,1346.5,947,1609.833,1278.375,1009.333,1228.889,1466.333,786.833,1368,1218.125,2653.25,1963.583,1392.833,1398.75,2255.95,1147.667,1566.4
771,1623,1249.222,2256.7,2021.167,1046,861.417,2206.5,1037.625,1036.125,1720.5,1092.75,665.909,1464.917,1185.4,654.667,1116.375,915.438,2192.5,2636.333,2141.125,1663.333,1419.625,1433.167,1130.625,2220.688,1972.417,1045.412,1060.75,1438.5,1083.833,1410.111,1243.833,961.8,1173.111,1233.444,939.222,1041.75,1114,1951.333,1267.75,1119.556,1368.423,1343,839,1799,1093,1107.9,1189.222,825.75,665.5,855.5,2150.667,1156.562,1217.5,1060.375,877.167,1085.625,917.333,978.25,1768.25,1014.308,946.875,878.9,882.25,744.1,1444.667,947,1480.375,1387,1764.625,1508.333,1411.833,1484.5,1621.583,1576.5,1364.75,825.667,1645.167,1514,1615.667,1397,1096.75,1418.417,1358.125,1061.25,1581.333,1251.375,1006.167,1213.889,1485.667,776.167,1355.75,1207.375,2692.25,1978.75,1348,1403.875,2258.3,1202,1525.3
772,1659.625,1261.778,2258.1,1993.5,1064,858.333,2182.5,1050.25,1022.875,1667.667,1086.5,680.818,1443.333,1197.6,665.417,1084.125,912.562,2196.5,2616.833,2114.875,1715.667,1432.688,1497.167,1072.375,2214.5,1965.583,1064.941,1021.75,1505,1089.833,1431.111,1183.167,946.3,1179.889,1184.778,953.889,990.5,1080,1944.833,1314.125,1142.667,1373.615,1418.333,812.25,1816,1077.375,1115.4,1158.556,886.875,654.917,828.5,2157.167,1201.688,1227.75,1078.375,864.25,1064.375,915.167,922.5,1775.25,1029.962,966.5,889.3,872.938,742.7,1426.833,1003.667,1473.875,1450.917,1726.25,1597.833,1447.833,1470.25,1571.333,1562.167,1375.625,823.167,1638.833,1461.375,1594.778,1408.167,1102.75,1430.083,1371,997.25,1591.333,1289,974.167,1188.111,1517.667,749.333,1400.5,1226.375,2724.417,1985.167,1335.333,1408.375,2262.5,1200,1536.7
773,1669,1256.889,2245.8,2025.5,1034.833,881.583,2226,1039.625,1000.75,1623.667,1145.25,673.909,1469.75,1138.4,628.625,1075.5,922.25,2158.375,2629.167,2144,1709,1391.438,1519.833,1083.75,2209.375,1990.917,1075.059,1003.75,1482.6,1132.667,1352.333,1223,943.2,1139.556,1184.444,983.778,1008.25,1106.889,1965.917,1281.375,1175.667,1375.962,1407.889,815,1755.5,1072.25,1113.05,1173.222,876.375,658.667,790.5,2122.667,1196,1217.5,1038.75,899.75,1026.125,938.5,984,1815.917,1023.692,971.625,890.2,890.625,740.9,1417.5,1020.333,1566,1431.833,1703.625,1546.667,1440.667,1456.625,1532.083,1538.833,1393.25,838.833,1627.833,1455.875,1565.444,1418,1135.25,1389.833,1354.375,1003.5,1553.667,1273.625,987.167,1238.556,1428,761.333,1367.75,1209.5,2676.75,1998,1376.167,1397.25,2235.25,1182.333,1544.4
774,1640.75,1281.667,2275,2051.333,1041.167,846.833,2234.833,1037.25,991.875,1652.667,1066.25,661.273,1469.833,1153.6,637.083,1054.375,909.688,2103.75,2738.5,2120.25,1719.333,1412.375,1465,1083.625,2171.062,1930.667,1050.412,1024,1466.3,1106,1393,1204.5,924.4,1155.111,1212.333,922.111,1044.25,1077.667,1948.667,1292.625,1146.111,1366.538,1359,817.25,1801.25,1105.375,1111.45,1196.222,931.5,642.833,780,2096.167,1202.375,1272.75,1048.375,868.75,1071.5,932,955.25,1777.667,1055.846,936.5,901.8,901.125,754.3,1484.167,964.667,1569.625,1375.5,1701.875,1561,1465.833,1512.125,1622,1552.5,1333.5,829.833,1649.5,1503.5,1547.889,1371.333,1093,1393.667,1336.625,1040.75,1566.333,1241,1006.833,1197.889,1481.667,782.167,1378.625,1212.75,2653.25,2024.333,1413,1367.125,2220.2,1173,1509.2
775,1666.375,1254.667,2270.6,2045,1037.5,847.083,2220.167,1074.5,1016.25,1696.333,1123.75,669.818,1484.917,1146.2,628.167,1090.25,918.75,2236.75,2634.667,2104.75,1686,1403.812,1464.167,1091.75,2212.688,2015.583,1035,1011.875,1454.9,1089.333,1391.333,1237.167,943.1,1155.222,1231,987.556,1057.5,1098,1934.917,1299.75,1164.444,1376.654,1361.778,788.125,1836.75,1136.25,1118.65,1173.889,903.5,645,803.75,2146.5,1163.812,1219.25,1052.75,914.5,1074.25,927.5,956.75,1798.25,1013.308,960.625,840.7,883.5,750.6,1383.333,992,1591.25,1444,1672,1550.167,1471,1429.875,1592.25,1616.667,1365.625,805,1641.167,1534.25,1590.556,1421.167,1114,1398.083,1366,915.25,1539.167,1266.125,966,1236.333,1519.5,803.333,1382.75,1272.125,2699.583,2021.833,1344.833,1377.875,2269.45,1242,1563.5
776,1637.625,1273.111,2216.9,2018.667,1036.333,853.833,2224.167,1064.625,987.875,1719.167,1102.75,691.182,1456.417,1217.4,628.167,1115.75,916.188,2163.375,2682.667,2166.625,1670.333,1405.562,1491.667,1090.625,2267.688,1973.417,1052.529,1016.75,1447.7,1060.167,1406.444,1235.833,944.3,1138.778,1189.778,966.444,1046.5,1102.667,1946.583,1268.875,1173.556,1366.538,1352.444,829.875,1782.5,1064.875,1103.45,1191,897.125,644.333,852.75,2122.5,1186.125,1229.5,1071.875,888.333,1055.75,919.167,899.5,1772.667,997.038,956.25,897.2,896.562,748.9,1412.833,1024.667,1577.25,1379.25,1732.875,1467.5,1410.167,1518.875,1643.833,1610.833,1392.25,852.667,1705.5,1465.75,1558,1404.167,1122.25,1400.333,1325.75,959.25,1562,1276.25,989.667,1234.444,1511.5,773.833,1372.625,1222.875,2699.917,1979.583,1347.667,1371,2267.75,1284.667,1552.7
777,1648.625,1229.333,2238.9,2028.333,1050.5,883.417,2233.667,1030.875,1014,1663.333,1051.25,679.909,1474.5,1144.4,628.417,1089.375,909.938,2181,2708,2150.625,1687.667,1399.25,1497.167,1118.5,2206.562,1976.25,1070.882,1007.375,1483.4,1095,1399.444,1160,931.2,1183,1191,956.111,1021.25,1101.444,1968.917,1315.875,1152.333,1385.769,1409.667,801.25,1790.5,1082.25,1106.85,1177.556,876.625,641.25,842.25,2087.333,1166.062,1157.5,1057.375,916.417,1067.375,921.667,901.25,1761.333,1013.5,968.875,857,906.25,753.7,1462.667,1026.333,1580.375,1441.417,1670.875,1461.5,1370.167,1445.875,1535.167,1602.667,1366.875,824.833,1597.333,1480.375,1555,1384.667,1128.75,1448.833,1333,987.75,1612.667,1279.625,1037.167,1235.111,1447.833,759.667,1350.125,1220.875,2665.417,2005.083,1398.5,1368.375,2272.4,1264.667,1528.9
778,1640.625,1276.667,2242.8,2001.833,1008.833,884.333,2194,1048.875,994.5,1648.333,1082.25,675.818,1454.417,1173.2,656.167,1092.125,938.625,2179.75,2650.5,2122.625,1715.667,1413.062,1502.167,1088.375,2184.875,1967.083,1097.235,1040.625,1479.1,1129,1374.667,1230.167,913.4,1149.444,1239.444,977.667,1065.25,1079.778,1974.083,1236.5,1146.444,1343.154,1392.222,816,1842.5,1075.5,1099.95,1174.222,881.125,638,795.25,2067.167,1203.125,1191.25,1057.75,876.333,1019.125,903,976,1821.417,1013.962,969.75,915.1,907.812,771.2,1448.833,967.667,1601.375,1429.833,1758.5,1517.833,1440.833,1418.5,1592.5,1531.667,1343.25,833.333,1638.833,1468,1578.778,1400.833,1071.75,1393,1363.5,929.75,1594.167,1233.625,1008.5,1234,1534.667,789.333,1375.25,1242,2682.25,2008.917,1363.333,1416.5,2274.1,1265.333,1548.3
779,1690,1275.333,2257.6,2037.667,1039,862.25,2224.833,1004.75,1005.25,1637.167,1101.25,692.636,1490.417,1154.6,633.542,1090,920.375,2216.125,2597.833,2119.25,1711,1399.188,1552.833,1085.625,2197.312,1972.5,1063.235,1046.875,1495.6,1077.5,1404.667,1178.833,921.2,1148.222,1216.333,970,1035,1148.111,1939.167,1299.25,1170.778,1374.346,1370.889,785.875,1761.75,1048.375,1095.95,1165.111,921.5,650,778,2060,1159.188,1222.75,1041.125,887.25,1023.875,935.5,970.75,1767.917,1011.115,954.875,879.2,900.375,722.9,1469.167,964.333,1574.625,1359.917,1667.5,1475.167,1466.333,1439.875,1569.75,1621.333,1393.75,826.833,1708.167,1465.625,1560.333,1438.833,1111.75,1375.833,1353.125,948.5,1573.333,1241.25,981.667,1202.667,1510,774,1396.375,1272.25,2666.083,2002.167,1334.333,1376,2223.9,1211.667,1531.2
780,1645.875,1263.333,2266,2008.667,1023.333,876.25,2216.333,1067.625,1052.375,1689.333,1017.75,665.455,1493.583,1221.6,634.542,1076.375,926.188,2195.125,2620,2123.625,1705,1437.062,1445.167,1077.5,2172.875,1999.083,1056.118,1021.125,1440.2,1091,1370.556,1188.833,892.6,1103.556,1241.222,995,981.5,1115.333,1940.75,1314,1162.222,1379.731,1370.444,798.25,1764,1063.25,1097.3,1180.222,907.75,664.833,807.5,2123.167,1181.75,1228,1057.375,890.167,1073.625,972.667,953.75,1788.167,1045,961.875,907.8,885.5,753.3,1411,992.167,1532.875,1386,1726.5,1549.333,1428.667,1479.375,1594.167,1643,1348.25,831.5,1692.667,1480.125,1566.778,1385.167,1124.75,1361.917,1324,982.75,1567,1264.875,975.333,1257.667,1441.667,772.333,1334,1184.375,2679.667,1984.167,1343.667,1360.75,2253.15,1216.333,1569.6
